01eb2193-81d8-4546-9a40-da3f317341c7,1657584000,0.05,43,,,
01eb2193-81d8-4546-9a40-da3f317341c7,1657670400,0.5,332,,,
01eb2193-81d8-4546-9a40-da3f317341c7,1657756800,1.36,406,,,
01eb2193-81d8-4546-9a40-da3f317341c7,1657843200,2.31,410,,,
01eb2193-81d8-4546-9a40-da3f317341c7,1657929600,3.24,409,,,
01eb2193-81d8-4546-9a40-da3f317341c7,1658016000,4.15,411,,,
01eb2193-81d8-4546-9a40-da3f317341c7,1658102400,5.09,416,,,
01eb2193-81d8-4546-9a40-da3f317341c7,1658188800,5.96,420,,,
01eb2193-81d8-4546-9a40-da3f317341c7,1658275200,6.62,441,,,
01eb2193-81d8-4546-9a40-da3f317341c7,1658361600,7.13,467,,,
01eb2193-81d8-4546-9a40-da3f317341c7,1658448000,7.82,478,,,
01eb2193-81d8-4546-9a40-da3f317341c7,1658534400,8.58,488,,,
01eb2193-81d8-4546-9a40-da3f317341c7,1658620800,9.1,498,,,
01eb2193-81d8-4546-9a40-da3f317341c7,1658707200,9.82,495,,,
01eb2193-81d8-4546-9a40-da3f317341c7,1658793600,10.4,506,,,
01eb2193-81d8-4546-9a40-da3f317341c7,1658880000,11.14,516,,,
01eb2193-81d8-4546-9a40-da3f317341c7,1658966400,11.96,516,,,
01eb2193-81d8-4546-9a40-da3f317341c7,1659052800,12.81,516,,,
01eb2193-81d8-4546-9a40-da3f317341c7,1659139200,13.65,513,,,
01eb2193-81d8-4546-9a40-da3f317341c7,1659225600,14.55,513,,,
01eb2193-81d8-4546-9a40-da3f317341c7,1659312000,15.39,518,,,
01eb2193-81d8-4546-9a40-da3f317341c7,1659398400,16.26,519,,,
01eb2193-81d8-4546-9a40-da3f317341c7,1659484800,17.07,521,,,
01eb2193-81d8-4546-9a40-da3f317341c7,1659571200,17.95,522,,,
7bebfd17-005e-4fca-b9bb-08dacba8677e,1657584000,0.06,40,,,
7bebfd17-005e-4fca-b9bb-08dacba8677e,1657670400,0.55,325,,,
7bebfd17-005e-4fca-b9bb-08dacba8677e,1657756800,0.94,694,,,
7bebfd17-005e-4fca-b9bb-08dacba8677e,1657843200,1.64,870,,,
7bebfd17-005e-4fca-b9bb-08dacba8677e,1657929600,2.42,956,,,
7bebfd17-005e-4fca-b9bb-08dacba8677e,1658016000,3.25,1001,,,
7bebfd17-005e-4fca-b9bb-08dacba8677e,1658102400,4.08,1039,,,
7bebfd17-005e-4fca-b9bb-08dacba8677e,1658188800,4.61,1136,,,
7bebfd17-005e-4fca-b9bb-08dacba8677e,1658275200,4.05,1576,,,
7bebfd17-005e-4fca-b9bb-08dacba8677e,1658361600,3.28,2383,,,
7bebfd17-005e-4fca-b9bb-08dacba8677e,1658448000,4.11,2506,,,
7bebfd17-005e-4fca-b9bb-08dacba8677e,1658534400,4.98,2591,,,
7bebfd17-005e-4fca-b9bb-08dacba8677e,1658620800,5.83,2652,,,
7bebfd17-005e-4fca-b9bb-08dacba8677e,1658707200,6.61,2734,,,
7bebfd17-005e-4fca-b9bb-08dacba8677e,1658793600,7.48,2777,,,
7bebfd17-005e-4fca-b9bb-08dacba8677e,1658880000,8.46,2800,,,
7bebfd17-005e-4fca-b9bb-08dacba8677e,1658966400,9.32,2807,,,
7bebfd17-005e-4fca-b9bb-08dacba8677e,1659052800,10.21,2829,,,
7bebfd17-005e-4fca-b9bb-08dacba8677e,1659139200,11.1,2851,,,
7bebfd17-005e-4fca-b9bb-08dacba8677e,1659225600,12.04,2861,,,
7bebfd17-005e-4fca-b9bb-08dacba8677e,1659312000,12.65,2925,,,
7bebfd17-005e-4fca-b9bb-08dacba8677e,1659398400,13.58,2955,,,
7bebfd17-005e-4fca-b9bb-08dacba8677e,1659484800,14.51,2953,,,
7bebfd17-005e-4fca-b9bb-08dacba8677e,1659571200,15.46,2957,,,
52a47d6c-5fc0-42fe-a7aa-38a4cb4a99cd,1657584000,0.05,12,,,
52a47d6c-5fc0-42fe-a7aa-38a4cb4a99cd,1657670400,0.5,82,,,
52a47d6c-5fc0-42fe-a7aa-38a4cb4a99cd,1657756800,0.76,238,,,
52a47d6c-5fc0-42fe-a7aa-38a4cb4a99cd,1657843200,1.49,301,,,
52a47d6c-5fc0-42fe-a7aa-38a4cb4a99cd,1657929600,2.34,320,,,
52a47d6c-5fc0-42fe-a7aa-38a4cb4a99cd,1658016000,3.24,330,,,
52a47d6c-5fc0-42fe-a7aa-38a4cb4a99cd,1658102400,4.09,341,,,
52a47d6c-5fc0-42fe-a7aa-38a4cb4a99cd,1658188800,4.85,354,,,
52a47d6c-5fc0-42fe-a7aa-38a4cb4a99cd,1658275200,4.86,432,,,
